Japanese Input,Japanese,Type,Image,Audio,Vietnamese,Korean,Chinese_Simplified,Chinese_Traditional,English,Spanish_LA,Spanish_SP,Word_1,Word_2,Word_3,Word_4,Word_Example_1,Word_Example_2,Word_Example_3,Word_Example_4,Word_Example_1_Audio,Word_Example_2_Audio,Word_Example_3_Audio,Word_Example_4_Audio
おだまり！,おだまり！,おだまり,"<img src=""Spirited_Away_-_ja_-_Jap_6141426.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6141426.mp3],Câm mồm!,입 다물어,住[zhù]口[kǒu] 还[hái]不[bù]都[dōu]是[shì]你[nǐ]们[men]自[zì]作[zuò]孽[niè],住[zhù]口[kǒu]，[，]還[hái]不[bù]都[dōu]是[shì]你[nǐ]們[men]自[zì]作[zuò]孽[niè],Silence!,¡Silencio!,¡Silencio!,だまる: 口[ぐち]を 閉[と]じて 何[なに]も 言[い]わない,,命令形[めいれいけい]: 強[つよ]い 指示[しじ]や 命令[めいれい],,子供[こども]が 急[きゅう]にだまった。,,早[はや]く 来[こ]い！,,[sound:hypertts-1d8ae33f86ab881ced3f9e1ca1273b81de12c23d22b9ee6019fdaaaa.mp3],,[sound:hypertts-8ec195cc0063be6877dad57928c1197a13bdbf0e5f7e978299678f2a.mp3],
みんな 自分でまいた種(たね)じゃないか,みんな 自分[じぶん]でまいた 種[たね]じゃないか,みんな自分でまいた種じゃないか,"<img src=""Spirited_Away_-_ja_-_Jap_6142636.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6142636.mp3],Nên nhớ nó là nguyên nhân<br>của mọi chuyện đấy!,이 고생을 시켜 놓고,住[zhù]口[kǒu] 还[hái]不[bù]都[dōu]是[shì]你[nǐ]们[men]自[zì]作[zuò]孽[niè],住[zhù]口[kǒu]，[，]還[hái]不[bù]都[dōu]是[shì]你[nǐ]們[men]自[zì]作[zuò]孽[niè],"She started it all,",Ella empezó todo,Todo ha empezado por vuestra culpa.,種[たね]: 原因[げんいん]やきっかけ,まく: 種[しゅ]や 物[もの]を 広[ひろ]く 散[ち]らす,~じゃないか: 強調[きょうちょう]や 確認[かくにん],,トラブルの 種[たね]をまく。,畑[はたけ]に 種[たね]をまく。,彼[かれ]は 親切[しんせつ]じゃないか。,,[sound:hypertts-b60c7f1920725c0f069aa51bb14fd2a831c9ab61adcb57bbc4888a18.mp3],[sound:hypertts-04edc3d3ebab236511ec59d0a098722584e8a96fd6064db5fce63f96.mp3],[sound:hypertts-2a808b29b2cef1872f63a1dba3ad12d7890c94d21b5f7f7f833504f7.mp3],
まだわかりませんか？<br>大切なものが すり替(か)わったのに,まだ 分[わ]かりませんか？<br> 大切[たいせつ]なものがすり 替[か]わったのに,まだ分かりませんか大切なものがすり替わったのに,"<img src=""Spirited_Away_-_ja_-_Jap_6163782.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6163782.mp3],Bà vẫn chưa nhận ra ư?<br>Thứ quan trọng của bà bị hoán đổi rồi.,소중한 걸 잃고도<br>아직 모르겠습니까?,你[nǐ]还[hái]不[bù]懂[dǒng]吗[ma]？[？<br>]<[zhòng]b[yào]r[de]>[dōng]重[xī]要[yǐ]的[jīng]东[bèi]西[diào]已[bāo]经[le],妳[nǐ]還[hái]不[bù]懂[dǒng]嗎[ma]？[？<br>]<[zhòng]b[yào]r[de]>[dōng]重[xī]要[yǐ]的[jīng]東[bèi]西[diào]已[bāo]經[le],You still can't see<br>that you've lost something precious.,Todavía no puede ver<br>que ha perdido algo valioso.,¿No ves aún<br>que has perdido algo muy valioso?,すり 替[か]わる:こっそり 入れ替[いれか]わる,大切[たいせつ]:とても 重要[じゅうよう]なこと,~のに: 逆接[ぎゃくせつ]を 表[あらわ]す,~ませんか: 丁寧[ていねい]な 誘[さそ]い・ 確認[かくにん],財布[さいふ]がすり 替[か]わった。,大切[たいせつ]な 約束[やくそく]を 守[まも]る。,こんなに 勉強[べんきょう]したのに。,一緒[いっしょ]に 行[い]きませんか。,[sound:hypertts-ccc5a63106c1e1440aea3a24854eb0ba5641f2c5816bec887a9e4c06.mp3],[sound:hypertts-6942ac8a6cad2305aadfe871314e73116a1724a1552745e13db0f25d.mp3],[sound:hypertts-cf3b5e17c143d7c2eb78ad4d166d50b9c6ac211f1dea629eafe5df4a.mp3],[sound:hypertts-b767d83cfed347437124f4fb859eb5ec4ba400818d67508f2919ed18.mp3]
ずいぶん生意気な口をきくねえ,随分[ずいぶん] 生意気[なまいき]な 口[くち]をきくねえ,随分生意気な口をきくねえ,"<img src=""Spirited_Away_-_ja_-_Jap_6167619.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6167619.mp3],Ngươi nói chuyện ngông cuồng quá đấy.,꽤 건방진 말을 하는구나,说[shuō]话[huà]怎[zěn]么[me]这[zhè]么[me]狂[kuáng]妄[wàng]无[wú]礼[lǐ]呢[ne]？[？],你[nǐ]那[nà]什[shén]麼[me]狂[kuáng]妄[wàng]的[de]口[kǒu]氣[qì]啊[a]？[？],Don't get fresh with me.,No te hagas el listo conmigo.,Te has vuelto muy impertinente.,生意気[なまいき]: 態度[たいど]が 偉[えら]そう,口[くち]をきく: 会話[かいわ]をする,~ねえ: 強調[きょうちょう]や 感嘆[かんたん],,生意気[なまいき]な 子供[こども]。,彼[かれ]は 上司[じょうし]に 口[くち]をきいた。,よくやるねえ。,,[sound:hypertts-08d6a45db98f34c2a18a5f7bbdf886639a188f2a49bd0fb5ed899d9c.mp3],[sound:hypertts-157ca34acdcfe11c71fe7df731b8643ec0bb931a29f0da0dafbbd3d0.mp3],[sound:hypertts-8907337d1f3eecfd86e7e595a75c2eb0a1b08613bfb1b8de889cf76b.mp3],
いつから そんなに<br>偉(えら)くなったんだい,いつからそんなに<br> 偉[えら]くなったんだい,いつからそんなに偉くなったんだい,"<img src=""Spirited_Away_-_ja_-_Jap_6170581.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6170581.mp3],Ngươi dám ngạo mạn như thế từ bao giờ?,언제부터 간이<br>배 밖에 나온 거냐?,你[nǐ]什[shén]么[me]时[shí]候[hòu]这[zhè]么[me]厉[lì]害[hài]了[le]？[？],你[nǐ]什[shén]麼[me]時[shí]候[hòu]變[biàn]成[chéng]那[nà]麼[me]偉[wěi]大[dà]了[le]？[？],Since when do you talk that way?,¿Desde cuándo hablas así?,¿Desde cuándo me hablas así?,偉[えら]い: 優[すぐ]れて 立派[りっぱ],,~んだい:カジュアルな 疑問[ぎもん]・ 強調[きょうちょう],,偉い人[えらいひと]に 会[あ]う。,,どこへ 行[い]くんだい。,,[sound:hypertts-53e88caf130ea1f3e9c05236057e02193071464cf3e7457dbd3d2a40.mp3],,[sound:hypertts-00647b23371fedd3dc91c408ff03095e355c3b93b837e76f9726c496.mp3],
私(わたし)の坊(ぼう)を どこへやった,私[わたし]の 坊[ぼう]をどこへやった,私の坊をどこへやった,"<img src=""Spirited_Away_-_ja_-_Jap_6268387.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6268387.mp3],Ngươi đã đem Boh của ta đi đâu?,우리 아가를 어디에 숨겼어?,我[wǒ]的[de]孩[hái]子[zi]在[zài]哪[nǎ]里[lǐ]？[？],我[wǒ]的[de]孩[hái]子[zi]在[zài]哪[nǎ]裡[lǐ]？[？],Where did you hide my baby?,¿Dónde escondiste a mi bebé?,¿Dónde has escondido a mi bebé?,坊[ぼう]: 幼[おさな]い 男の子[おとこのこ]を 指[さ]す 言葉[ことば],,~をどこへやった: 相手[あいて]を 責[せ]めて 行方[ゆくえ]を 問[と]う 言い方[いいかた],,坊[ぼう]は 元気[げんき]かい？,,金[きん]をどこへやった。,,[sound:hypertts-f4b6f6073d1471c37c91655472cd49c71a7c42e2dc5d71a8ba6ddc4e.mp3],,[sound:hypertts-d74798503514c73a54fadd04fc2888efc4ca9c10dd2c64c813cf9347.mp3],
なるほどね　性悪(しょうわる)女め,なるほどね　 性悪[しょうわる] 女[おんな]め,なるほどね性悪女め,"<img src=""Spirited_Away_-_ja_-_Jap_6297916.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6297916.mp3],"Ra thế, là mụ phù thủy xấu xa đó à.","그래, 그 못된 마녀 계집이",原[yuán]来[lái]如[rú]此[cǐ] 那[nà]个[ge]恶[è]毒[dú]的[de]女[nǚ]人[rén],原[yuán]來[lái]如[rú]此[cǐ]，[，]惡[è]毒[dú]的[de]女[nǚ]人[rén],"I get it, that evil witch.",Entiendo. Esa bruja maldita.,Lo entiendo. Es esa bruja malvada.,性悪[せいあく]: 意地[いじ]が 悪[わる]い 性格[せいかく],,~め: 相手[あいて]を 軽蔑[けいべつ]する 表現[ひょうげん],,性悪[しょうわる]な 考[かんが]え。,,泥棒[どろぼう]め。,,[sound:hypertts-be149691d129b113ea59019736718d1ab8ede09d5606e802b4662f21.mp3],,[sound:hypertts-c37b9eddca31517a2e5b1cdab566d40447f7bbffac742df48c1a3fd8.mp3],
その代わり千と両親を人間の世界へ<br>もどしてやって下さい,その 代[か]わり 千[せん]と 両親[りょうしん]を 人間[にんげん]の 世界[せかい]へ<br>戻[もど]してやって 下[くだ]さい,その代わり千と両親を人間の世界へ戻してやって下さい,"<img src=""Spirited_Away_-_ja_-_Jap_6311054.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6310782.mp3],"Đổi lại, bà hãy thả Sen và bố mẹ của em ấy<br>về lại thế giới của con người.",센과 부모님을<br>인간 세계에 보내 주세요,但[dàn]是[shì]交[jiāo]换[huàn]条[tiáo]件[jiàn]是[shì]<[<br>]b[ràng]r[xiǎo]>[qiān]让[hé]小[tā]千[fù]和[mǔ]她[huí]父[qù]母[rén]回[jiān],但[dàn]是[shì]交[jiāo]換[huàn]條[tiáo]件[jiàn]是[shì]<[<br>]b[ràng]r[xiǎo]>[qiān]讓[hé]小[tā]千[fù]和[mǔ]她[huí]父[qù]母[rén]回[lèi]去[shì]人[jiè],"But in exchange, return Sen<br>and her parents to the human world.","Pero a cambio, regrese a Sen<br>y a sus padres al mundo de los humanos.","A cambio, devolverás a Sen<br>y a sus padres al mundo de los humanos.",代[か]わり: 交換[こうかん]や 代理[だいり]を 表[あらわ]す,両親[りょうしん]: 父[ちち]と 母[はは],~てください: 丁寧[ていねい]な 依頼[いらい],~へ: 方向[ほうこう]を 表[あらわ]す,友達[ともだち]の 代[か]わりに 参加[さんか]する。,両親[りょうしん]に 感謝[かんしゃ]する。,ちょっと 待[ま]ってください。,日本[にっぽん]へ 行[い]く。,[sound:hypertts-f9fecc79910aefbbda505cbfa8d2194efb5310ccdd340794c6097924.mp3],[sound:hypertts-74eb3aa231716ef5d4a0e0bf2c952fa41e5db19e77bcb39280354c2f.mp3],[sound:hypertts-f80867aaf73d67842034418396b3479012d4cb65a7482a1db5f4f36d.mp3],[sound:hypertts-36f31c51b923ef5d26a2386aa74a55853ba828107767b0987eae8c58.mp3]
そのあと私(わたし)に八つ裂(ざ)きに<br>されてもいいんかい！,その 後[あと] 私[わたし]に 八[やっ]つ 裂[ざ]きに<br>されてもいいんかい！,その後私に八つ裂きにされてもいいんかい,"<img src=""Spirited_Away_-_ja_-_Jap_6317936.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6317936.mp3],"Trao đổi xong, ta sẽ xé xác ngươi ra<br>thành tám mảnh, nghe rõ chưa?",나한테 찢겨 죽어도<br>좋다는 말이야?,就[jiù]算[suàn]要[yào]你[nǐ]四[sì]分[fēn]五[wǔ]裂[liè]也[yě]无[wú]所[suǒ]谓[wèi]吗[ma]？[？],讓[ràng]你[nǐ]四[sì]分[fēn]五[wǔ]裂[liè]也[yě]無[wú]所[suǒ]謂[wèi]嗎[ma]？[？],Let's say I tear you to pieces<br>after sending them back!,¡Te haré pedazos<br>cuando los envíe de regreso!,¿Te da igual que te haga pedazos<br>tras devolverles su forma?,八つ裂[やつざ]き: 引き裂[ひきさ]いて 殺[ころ]すこと,その 後[ご]:その 時[とき]のあと,~てもいい: 許可[きょか]や 可能[かのう],~んかい: 強[つよ]い 疑問[ぎもん]や 詰問[きつもん],怖[こわ]い 話[はなし]で 八つ裂[やつざ]きにされる。,勉強[べんきょう]した。その 後[ご]、 散歩[さんぽ]した。,少[すこ]し 休[やす]んでもいい。,何[なに]してるんかい。,[sound:hypertts-14473920e3bf04b6ac8ce86cb367331469fae4bd6e5e97658cadd029.mp3],[sound:hypertts-3a4ad315bce1ca0e01fc209240daaafba59906eb93350704eedf8448.mp3],[sound:hypertts-64678c2eb08afcb5e7b712aec4b8fa96d4758d0551ab78fc8154bf4d.mp3],[sound:hypertts-8842c3224f14b1ee3425dd6be652a1ca3048c2358a1f4811efb2e2b5.mp3]
（銭婆(ぜにーば)）お入り,（ 銭婆[ぜにーば]）お 入[はい]り,お入り,"<img src=""Spirited_Away_-_ja_-_Jap_6480265.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6480265.mp3],Mau vào đi.,들어와,进[jìn]来[lái]吧[ba],進[jìn]來[lái]吧[ba],Come in.,Pasen.,Adelante.,入[はい]る: 中[ちゅう]に 入[はい]る,,命令形[めいれいけい]: 相手[あいて]に 直接[ちょくせつ] 指示[しじ],,部屋[へや]に 入[はい]る。,,立[だ]て！,,[sound:hypertts-4e7b75b383640cf7c1d9f7ed843da78cc2363aefb97ca4aa30cadd39.mp3],,[sound:hypertts-069c0e4df2c950a02258e56dc1541759dfb2881ea94bcb064544e863.mp3],
（銭婆(ぜにーば)）まあ お座(すわ)り,（ 銭婆[ぜにーば]）まあお 座[すわ]り,まあお座り,"<img src=""Spirited_Away_-_ja_-_Jap_6501077.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6500912.mp3],"- Dạ thưa bà...<br>- Được rồi, ngồi đi.",- 저기<br>- 앉아,坐[zuò]下[xià]吧[ba],坐[zuò]下[xià]吧[ba],Have a seat.,Eh...<br>Siéntense.,- Disculpa...<br>- Siéntate.,座[すわ]る: 腰[こし]を 下[お]ろす,,命令形[めいれいけい]: 優[やさ]しい 言い方[いいかた]もある,,いすに 座[すわ]る。,,よく 聞[き]きなさい。,,[sound:hypertts-6098a1e689c77b9688ba9314f28da32f0e0cbed7cc8a9a1f913f14fc.mp3],,[sound:hypertts-8dbc5893c2471f607c562bcd33b94ac064b37e22bda1c5f4c000d06a.mp3],
ハクの代わりに謝(あやま)りに来ました,ハクの 代[か]わりに 謝[あやま]りに 来[き]ました,ハクの代わりに謝りに来ました,"<img src=""Spirited_Away_-_ja_-_Jap_6523975.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6523676.mp3],Cháu thay mặt anh Haku đến tạ lỗi ạ.,"하쿠를 대신해서<br>사과할게요, 죄송합니다",我[wǒ]代[dài]替[tì]白[bái]龙[lóng]向[xiàng]您[nín]道[dào]歉[qiàn] 对[duì]不[bù]起[qǐ],我[wǒ]代[dài]替[tì]白[bái]龍[lóng]來[lái]向[xiàng]您[nín]道[dào]歉[qiàn]，[，]對[duì]不[bù]起[qǐ],I'm here to apologize for Haku. I'm sorry.,Vine a disculparme en nombre de Haku.<br>Lo siento.,Te pido disculpas por lo que hizo Haku.<br>Lo siento.,謝[あやま]る: 自分[じぶん]の 失敗[しっぱい]をわびる,代[か]わりに: 他[た]のものと 交換[こうかん]や 代理[だいり],~に 来[く]る: 目的[もくてき]を 持[も]って 来[く]る,,遅刻[ちこく]を 謝[あやま]る。,彼[かれ]の 代[か]わりに 働[はたら]く。,本[ほん]を 借[か]りに 来[き]た。,,[sound:hypertts-467fb7f4b804a699e9f43880bda16c6dd058f72da25bfd28cd050259.mp3],[sound:hypertts-247f9e4caadc435808f088be86021be7a8679d25e77d8af732fad11c.mp3],[sound:hypertts-f05e0b3534a92030ed85a3a0f8962412900fa6cee0a33d6a9f42e47e.mp3],
私(わたし)が踏(ふ)みつぶしちゃいました,私[わたし]が 踏[ふ]み 潰[つぶ]しちゃいました,私が踏み潰しちゃいました,"<img src=""Spirited_Away_-_ja_-_Jap_6539991.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6539991.mp3],Cháu lỡ giẫm chết nó rồi,제가 모르고 밟아버렸어요,那[nà]个[ge]附[fù]在[zài]印[yìn]玺[xǐ]上[shàng]的[de]奇[qí]怪[guài]虫[chóng]子[zi]<[<br>]b[yǐ]r[jīng]>[bèi]已[wǒ]经[cǎi]被[sǐ]我[le],那[nà]個[gè]附[fù]在[zài]印[yìn]璽[xǐ]上[shàng]的[de]奇[qí]怪[guài]蟲[chóng]子[zi]<[<br>]b[yǐ]r[jīng]>[bèi]已[wǒ]經[cǎi]被[sǐ]我[le],that was on the seal and squashed it.,que estaba en el sello y lo aplasté.,Lo siento. He aplastado<br>al bicho extraño que estaba en el sello.,踏[ふ]みつぶす: 足[あし]で 強[つよ]く 踏[ふ]んで 壊[こわ]す,,~ちゃいました:「てしまう」のくだけた 言い方[いいかた],,虫[むし]を 踏[ふ]みつぶす。,,宿題[しゅくだい]を 忘[わす]れちゃいました。,,[sound:hypertts-b531cdbb87a17c5644ffa86fda6431023566acca82b775dee5e877a0.mp3],,[sound:hypertts-dc94081fec00d7cb84ccbaf6ba6d85cfd9987ab304c7377fa7941b6d.mp3],
私(わたし)たち二人で一人前なのに<br>気が合わなくてねえ,私[わたし]たち 二 人[ふたり]で 一人前[いちにんまえ]なのに<br> 気[き]が 合[あ]わなくてねえ,私たち二人で一人前なのに気が合わなくてねえ,"<img src=""Spirited_Away_-_ja_-_Jap_6580448.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6580095.mp3],"Chị em ta giống nhau như đúc,<br>nhưng lại không hợp nhau.",우린 둘이 합쳐야<br>하나가 되는데,我[wǒ]们[men]两[liǎng]个[gè]人[rén]是[shì]双[shuāng]胞[bāo]胎[tāi]<[<br>]b[què]r[yì]>[diǎn]却[yě]一[hé]点[bù]也[lái],我[wǒ]們[men]兩[liǎng]個[gè]人[rén]是[shì]雙[shuāng]胞[bāo]胎[tāi]<[<br>]b[què]r[yī]>[diǎn]卻[yě]一[hé]點[bù]也[lái],"My sister and I are two halves of a whole,<br>but we really don't get along.","Mi hermana y yo somos dos gotas de agua,<br>pero no nos llevamos bien.","Mi hermana y yo somos dos mitades<br>de un todo, pero nos llevamos mal.",一人前[いちにんまえ]: 一人前[いちにんまえ] 扱[あつか]いされる 立場[たちば],気[き]が 合[あ]う: 性格[せいかく]や 考[かんが]えがよく 合[あ]う,~のに: 逆接[ぎゃくせつ],~なくて: 理由[りゆう]を 示[しめ]す,彼[かれ]はもう 一人[ひとり] 前[まえ]の 社会人[しゃかいじん]だ。,私[わたし]たちは 気[き]が 合[あ]う。,頑張[がんば]ったのに。,お 金[かね]がなくて 困[こま]る。,[sound:hypertts-eb4510c65bf54b9378ca6a499cffd5fa302d387de0254be7c9b0adbd.mp3],[sound:hypertts-db19ef78a52fecb4f39bbb572bb98f6500bfdbf6fde63ecd80ff3a10.mp3],[sound:hypertts-b0fb806d4927061e0d061c242d031fdf2df848592b3feea34b050f05.mp3],[sound:hypertts-4aa47c6c73936a68cd207b13a934cd4c8a9d9b471f64c6bdd5005ec8.mp3]
この世界の決まりだからね,この 世界[せかい]の 決[き]まりだからね,この世界の決まりだからね,"<img src=""Spirited_Away_-_ja_-_Jap_6598800.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6598556.mp3],Đấy là nguyên tắc của thế giới này.,그게 이 세계의 규칙이니까!,这[zhè]是[shì]这[zhè]个[ge]世[shì]界[jiè]的[de]规[guī]矩[jǔ],這[zhè]是[shì]這[zhè]個[gè]世[shì]界[jiè]的[de]規[guī]矩[jǔ],It's one of our rules here.,Es una de nuestras reglas.,Es una regla de este mundo.,決[き]まり: 規則[きそく]やルール,,~だから: 理由[りゆう],~ね: 共感[きょうかん]や 確認[かくにん],学校[がっこう]の 決[き]まりを 守[まも]る。,,寒[さむ]いから 帰[かえ]る。,いい 天気[てんき]だね。,[sound:hypertts-8cdff90d4c9d51b6f2a44fb07b07c027e2bbc1f88b11e03154e982c2.mp3],,[sound:hypertts-48b26b085eb1eb43a741ecb76f6bb59c1937f1c59f4b0931b3e9c1a5.mp3],[sound:hypertts-af88010a920872d2e6489bff89ba09fc31cb56d0a565947949142493.mp3]
じゃあ 話が早いよ,じゃあ 話[はなし]が 早[はや]いよ,じゃあ話が早いよ,"<img src=""Spirited_Away_-_ja_-_Jap_6613106.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6613106.mp3],Nếu vậy thì đơn giản rồi.,그렇다면 얘기가 빨라지지,那[nà]就[jiù]容[róng]易[yì]了[le],那[nà]就[jiù]容[róng]易[yì]了[le],"In that case, it's easy.","En ese caso, es fácil.","En ese caso, es fácil.",早[はや]い: 時間[じかん]がかからない,,じゃあ: 会話[かいわ]の 転換[てんかん],~よ: 強調[きょうちょう]や 説明[せつめい],準備[じゅんび]が 早[はや]い。,,じゃあ、 始[はじ]めよう。,本当[ほんとう]だよ。,[sound:hypertts-ab87f81eeec49527d16555130dc87799e984f8579572bb40f33822cb.mp3],,[sound:hypertts-7829c6853a86c0884a2cde41dcc7ae89dcb3b72bfc08f85e86be8d14.mp3],[sound:hypertts-54fae4b8479ea98f66655c7efcc96f80f716d279d1607539d64eade5.mp3]
魔法(まほう)で作ったんじゃ<br>何にもならないからね,魔法[まほう]で 作[つく]ったんじゃ<br> 何[なに]にもならないからね,魔法で作ったんじゃ何にもならないからね,"<img src=""Spirited_Away_-_ja_-_Jap_6644346.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_6644025.mp3],Làm bằng phép thuật<br>thì đâu còn ý nghĩa gì nữa.,마법으로 만든 건 다 소용없어,用[yòng]魔[mó]法[fǎ]做[zuò]的[de]一[yì]点[diǎn]用[yòng]都[dōu]没[méi]有[yǒu]<[<br>]b[zhēn]r[shì]>[bāng]真[le]是[wǒ]帮[yí]了[gè]我[dà]一[máng],用[yòng]魔[mó]法[fǎ]做[zuò]的[de]，[，]一[yī]點[diǎn]用[yòng]都[dōu]沒[méi]有[yǒu]<[<br>]b[zhēn]r[shì]>[bāng]真[le]是[wǒ]幫[yī]了[gè]我[dà]一[máng]個[…],A magic one won't do the trick.,Una mágica no servirá.,"Si se hace con magia, no vale.",魔法[まほう]: 超自然的[ちょうしぜんてき]な 力[ちから],,そんなことを 言[い]うんじゃない。,今[いま]は 忙[いそが]しいからね。,魔法[まほう]を 使[つか]って 空[そら]を 飛[と]ぶ。,~んじゃ:~のではの 口語形[こうごけい],~からね: 理由[りゆう]を 説明[せつめい]するときに 使[つか]う,,[sound:hypertts-e390e278946d64a86e31da527fe63e704c46e20bde7ceb7e72f2882b.mp3],[sound:hypertts-25bf7ce87d089fc8dd10f2cdadf9281b6c6e9e477ef2b12115741bb8.mp3],[sound:hypertts-5ddb04f09f26bf16f11cf467c6a3aa3cecc1f0e704bd648afe4f2e22.mp3],
